id;name;num_screens;num_seats;insee;commune;genre;art_et_essai;3D_screen
366992;LE PARIS;2;344;46309;S1llac;FIXE;1;1
367052;OCEANIC;1;287;33514;Soulac-sur-Mer;FIXE;1;1
367871;ATLANTIC;1;206;40310;Soustons;FIXE;1;0
367911;EDEN;1;190;23176;La Souterraine;FIXE;1;0
370483;LE PALACE;1;210;17434;Surgères;FIXE;1;1
371131;LE MODERNE;2;243;12208;Saint-Affrique;FIXE;0;1
372923;LA VILLA MON CINE;6;951;33366;Saint-André-de-Cubzac;FIXE;1;0
373722;LE QUERLYS;1;108;82155;Saint-Antonin-Noble-Val;FIXE;1;0
374082;LA FABRIQUE;1;341;24372;Saint-Astier;FIXE;1;1
375012;STUDIO;1;186;24376;Saint Aulaye-Puymangou;FIXE;0;1
377892;M J C;1;284;46251;Saint-Céré;FIXE;1;1
379013;LE TRIA0;1;225;33389;Saint-Ciers-sur-Gironde;FIXE;1;0
384532;GRAND ECRAN;7;1_251;33397;Sainte-Eulalie;FIXE;0;0
385793;CINEMA LA BRECHE;2;512;33402;Sainte-Foy-la-Grande;FIXE;1;1
386264;LE REGENT;7;1_020;31483;Saint-Gaudens;FIXE;1;1
386961;LINO VENTURA;1;127;31484;Saint-Geniès-Bellevue;FIXE;1;0
387041;EVEIL CINEMA;1;204;12224;Saint Geniez d'Olt et d'Aubrac;FIXE;1;1
387092;JEANNE D ARC;1;282;17331;Saint-Genis-de-Saintonge;FIXE;0;0
387501;LE RELAIS;1;192;17333;Saint-Georges-de-Didonne;FIXE;1;1
390024;CINEMARINE;4;763;85222;Saint-Gilles-Croix-de-Vie;FIXE;1;1
390184;MAX LINDER;1;298;09261;Saint-Girons;FIXE;1;0
390680;SALLE DES FETES;1;0;33417;Sainte-Hélène;ITINERANT;0;0
390821;LE TIGRE;1;162;85223;Sainte-Hermine;FIXE;1;0
391451;LA VENISE VERTE;1;251;79257;Saint-Hilaire-la-Palud;FIXE;1;1
392671;EDEN BOURVIL;1;174;17347;Saint-Jean-d'Angély;FIXE;1;1
393253;LE SELECT;5;775;64483;Saint-Jean-de-Luz;FIXE;1;1
393312;CINE MONTS;1;298;85234;Saint-Jean-de-Monts;FIXE;1;1
394201;LE VAUBAN;1;300;64485;Saint-Jean-Pied-de-Port;FIXE;1;1
395463;LE SELECT;1;290;40266;Saint-Julien-en-Born;FIXE;1;1
395872;CINE BOURSE;2;328;87154;Saint-Junien;FIXE;1;1
396502;LE LARY;2;336;65388;Saint-Lary-Soulan;FIXE;0;0
396961;LE SAINT LAURENT;1;326;65389;Saint-Laurent-de-Neste;FIXE;0;1
398251;REX;1;192;87161;Saint-Léonard-de-Noblat;FIXE;1;1
398525;ART CINE;1;50;47252;Sainte-Livrade-sur-Lot;ITINERANT;1;0
398526;L'UTOPIE;1;119;47252;Sainte-Livrade-sur-Lot;FIXE;1;1
405772;L'ETOILE;3;1_072;33449;Saint-Médard-en-Jalles;FIXE;1;1
407140;SALLE DES FETES;1;0;82168;Saint-Nazaire-de-Valentane;ITINERANT;1;0
408682;SAINT L1S;2;496;64493;Saint-Palais;FIXE;1;1
408744;LE SURF;1;195;17380;Saint-Palais-sur-Mer;FIXE;0;0
411461;ELDORADO;3;630;17385;Saint-Pierre-d'Oléron;FIXE;1;1
411540;LES TOILES DU MOUN;4;299;40281;Saint-Pierre-du-Mont;FIXE;0;0
416021;FLORIDA;1;188;17397;Saint-Savinien;FIXE;1;1
416622;MEDIA 7;1;200;40282;Saint-Sever;FIXE;1;0
417332;LE SEJEFY S;1;167;81271;Saint-Sulpice-la-Pointe;FIXE;1;1
419912;GRAND ECRAN;1;286;40284;Saint-Vincent-de-Tyrosse;FIXE;1;1
420443;AREVI;2;264;87187;Saint-Yrieix-la-Perche;FIXE;1;1
421242;UGC TALENCE;12;2_427;33522;Talence;FIXE;0;1
421441;LE MANOIR;1;328;85288;Talmont-Saint-Hilaire;FIXE;1;1
421923;CENTRE MULTIMEDIA;1;200;09306;Tarascon-sur-Ariège;FIXE;1;1
421997;MEGA CGR;11;2_049;65440;Tarbes;FIXE;0;1
422160;MEGA CGR;12;2_567;40312;Tarnos;FIXE;0;1
423865;CINE ROC;1;228;24547;Terrasson-Lavilledieu;FIXE;1;1
424194;GRAND ECRAN;10;1_375;33529;La Teste-de-Buch;FIXE;1;1
426463;LE CLAIR;1;173;24551;Thiviers;FIXE;1;1
427363;FAMILIA;1;235;79329;Thouars;FIXE;1;1
428711;CINE PASSION;1;200;24553;Tocane-Saint-Apre;ITINERANT;1;0
428921;CINE REX;1;173;17448;Tonnay-Boutonne;FIXE;1;0
428942;REX 1;2;320;47310;Tonneins;FIXE;1;0
430202;UGC;9;1_554;31555;Toulouse;FIXE;0;0
430222;A B C SALLE A;3;396;31555;Toulouse;FIXE;1;0
430243;AMERICAN COSMOGRAPH 1;3;441;31555;Toulouse;FIXE;1;0
430261;LE CRATERE;1;79;31555;Toulouse;FIXE;1;0
430404;CINEMA LE METRO;1;132;31555;Toulouse;FIXE;0;0
430446;GAUMONT WILSON;15;3_529;31555;Toulouse;FIXE;0;1
430455;BORDEROUGE CINE;3;299;31555;Toulouse;FIXE;0;0
431351;ESPACE SAINT MICHEL;1;300;31028;Aurignac;ITINERANT;1;0
431352;UTOPIA 1;4;486;31557;Tournefeuille;FIXE;1;0
432661;AGNES VARDA;2;266;85294;La Tranche-sur-Mer;FIXE;1;1
433913;LE CRISTAL;1;259;17452;La Tremblade;FIXE;0;0
435331;L ETOILE;1;228;86273;La Trim1lle;FIXE;1;0
436927;VEO GRAND PALACE;5;708;19272;Tulle;FIXE;1;1
437682;LE LUMIERE;1;200;31561;L' Union;FIXE;1;1
438001; ITSAS MENDI;1;229;64545;Urrugne;FIXE;1;0
438291;LE CARNOT;2;491;19275;Ussel;FIXE;1;1
438622;CINEMA L1S JOUVET;1;187;19276;Uzerche;FIXE;1;1
439901;APOLLO;1;148;82186;Valence;FIXE;1;1
445201;FOYER RURAL;1;200;46330;Vayrac;FIXE;1;0
446204;OBAULABA PLEIN AIR;1;;33540;Vendays-Montalivet;ITINERANT;0;0
447605;MJC VERDUN SUR GARONNE;1;98;82190;Verdun-sur-Garonne;FIXE;1;0
451594;CINEVIC;1;110;65460;Vic-en-Bigorre;FIXE;1;0
451631;CINE VIC;1;112;32462;Vic-Fezensac;FIXE;1;1
452961;ALBRET;1;436;40328;Vieux-Boucau-les-Bains;FIXE;0;0
456362;CINE BOR;1;162;31582;Villefranche-de-Lauragais;FIXE;1;0
456402;VOX;2;305;12300;Villefranche-de-Rouergue;FIXE;0;1
457411;MEGA CGR;15;3_271;33550;Villenave-d'Or0;FIXE;0;1
458401;CYRANO;6;725;47323;Villeneuve-sur-Lot;FIXE;0;0
465651;SALLE DU COLLEGE;1;120;86298;Vouneuil-sur-Vienne;ITINERANT;1;0
703700;LE PALMYR;1;200;17225;Les Mathes;FIXE;0;0
706850;TICKY HOLGADO;1;201;31066;Bessières;FIXE;0;0
707300;LA DOLCE VITA;4;634;33005;Andernos-les-Bains;FIXE;1;0
718200;CINEVILLE;9;2_014;85191;La Roche-sur-Yon;FIXE;0;1
718210;LE CONCORDE;2;294;85191;La Roche-sur-Yon;FIXE;1;1
720600;MEGA CGR CENTRE;7;1_096;64102;Bayonne;FIXE;0;1
720750;CGR MONTAUBAN;10;1_958;82121;Montauban;FIXE;0;1
721602;STUDIO JULES FERRY;2;288;47001;Agen;FIXE;1;0
721750;CGR ALBI;8;1_533;81004;Albi;FIXE;1;1
721850;LE GRAND CLUB;8;1_327;40192;Mont-de-Marsan;FIXE;1;1
722000;LA MUSE;1;275;82025;Bressols;FIXE;1;0
722040;CGR LESCAR;9;1_575;64335;Lescar;FIXE;0;0
722720;studio 53;1;118;24053;Boulazac Isle Manoire;FIXE;1;0
723480;KINEPOLIS FEN1LLET;8;1_161;31182;Fen1llet;FIXE;0;0
724520;LE GRAND PALAIS;7;1_051;46042;Cahors;FIXE;1;0
724760;ECRAN 7;1;166;31526;La Salvetat-Saint-Gilles;FIXE;0;0
13161;ESPACE CULTUREL AREA (EX-ESPACE CULTUREL);1;268;62014;Aire-sur-la-Lys;FIXE;0;1
19702;IDEAL CINEMA;1;206;59008;Aniche;FIXE;0;1
24246;CINEMA LES LUMIERES;5;720;59017;Armentières;FIXE;1;1
25032;CINEMOVIDA;6;679;62041;Arras;FIXE;1;1
25038;LE CASINO;1;;62041;Arras;ITINERANT;0;0
29144;CINE THEATRE L1S ARAGON;1;514;62048;Auchel;FIXE;0;1
33621;CAMEO;2;269;59036;Avesnes-sur-Helpe;FIXE;0;0
33912;LE FAMILIA;1;193;62065;Avion;FIXE;0;0
36352;FLANDRIA;1;145;59043;Bailleul;FIXE;1;1
45471;THEATRE SAINT MARTIN;1;211;62100;Beaurainville;ITINERANT;1;0
50033;CINOS;3;566;62108;Berck;FIXE;1;1
66761;STARS;7;944;62160;Boulogne-sur-Mer;FIXE;1;1
69231;LE FOYER;1;356;59098;Bousbecque;FIXE;1;0
71791;FA MI LA;1;195;59107;Bray-Dunes;FIXE;1;1
76821;ETOILES;4;497;62178;Bruay-la-Buissière;FIXE;1;1
76825;MEGA CGR;12;2_560;62178;Bruay-la-Buissière;FIXE;0;1
82133;L'ALHAMBRA;4;498;62193;Calais;FIXE;1;1
83071;LE PALACE;5;605;59122;Cambrai;FIXE;0;1
89152;SELECT;1;178;59136;Le Cateau-Cambrésis;FIXE;0;0
89644;MILLENIUM;2;590;59139;Caudry;FIXE;1;1
120181;GAUMONT CITE EUROPE;12;2_371;62239;Coquelles;FIXE;0;1
122525;ESPACE JEAN VILAR;1;314;59155;Coudekerque-Branche;FIXE;0;0
125322;LE TRAVELLING;1;292;62250;Courrières;FIXE;0;1
137663;CINE DESVRES;1;111;62268;Desvres;FIXE;0;0
141631;HIPPODROME;1;117;59178;Douai;FIXE;1;1
141657; MAJESTIC;10;2_000;59178;Douai;FIXE;0;1
141823;JEAN RENOIR;1;166;59179;Douchy-les-Mines;FIXE;1;1
143720;OCINE MARINE;15;2_751;59183;Dunkerque;FIXE;0;1
143731;STUDIO 43 SALLE CHARLIE CHAPLIN;2;456;59183;Dunkerque;FIXE;1;0
167035;SUNSET;1;133;59249;Fourmies;FIXE;0;1
182931;LE VARLIN;1;227;59271;Grande-Synthe;FIXE;0;1
184364;CINEMA SPORTICA;2;369;59273;Gravelines;FIXE;1;1
190194;LE FAMILIA;1;237;59279;Halluin;FIXE;0;0
191372;LE PRÉVERT;1;362;62413;Harnes;FIXE;0;0
192833;CENTRE CULTUREL;1;560;59291;Hautmont;FIXE;0;0
193731;ARC EN CIEL;4;540;59295;Hazebrouck;FIXE;1;1
194671;CINEVILLE;12;2_401;62427;Hénin-Beaumont;FIXE;0;1
204312;REGENT;1;580;59324;Jeumont;FIXE;0;1
213491;CINE LAMBERSART;1;181;59328;Lambersart;FIXE;0;1
221842;AMICAL CINE;1;154;59339;Leers;FIXE;0;1
226125;PATHE;15;3_391;62510;Liévin;FIXE;0;1
226974;UGC;14;2_725;59350;Lille;FIXE;0;1
227031;METROPOLE;4;466;59350;Lille;FIXE;1;0
227281;MAJESTIC;6;660;59350;Lille;FIXE;1;1
231270;KINEPOLIS;23;7_358;59350;Lille;FIXE;0;1
246501;COLISEE LUMIERE;1;226;59378;Marcq-en-Barœul;FIXE;1;1
258812;ESPACE CULTUREL ROBERT HOSSEIN;1;305;59400;Merville;FIXE;0;0
276221;THÉÂTRE DE MONTREUIL-SUR-MER (EX-PASSERELLES) (EX-CINE THEATRE);1;204;62588;Montreuil;FIXE;1;0
287462;CINEMA 2001;2;332;62604;Neufchâtel-Hardelot;FIXE;0;1
342332;GERARD PHILIPE;1;137;59508;Roncq;FIXE;0;1
344352;LE DUPLEXE;9;1_590;59512;Roubaix;FIXE;0;1
352223;AGORA CINE;1;426;59553;Santes;FIXE;0;0
364991;REX;1;192;59572;Solre-le-Château;FIXE;0;0
372146;CIN'AMAND;6;1_007;59526;Saint-Amand-les-Eaux;FIXE;0;1
407871;OCINE;9;1_546;62765;Saint-Omer;FIXE;1;1
412322;LE REGENCY;1;140;62767;Saint-Pol-sur-Ternoise;FIXE;1;1
423382;MODERN CINE;1;170;59586;Templeuve-en-Pévèle;FIXE;0;1
423383;OLYMPIA CINE;1;126;59586;Templeuve-en-Pévèle;FIXE;1;0
427703;FOYER;1;270;59592;Thumeries;FIXE;0;1
430620;LES 3 AS;5;682;62826;Le Touquet-Paris-Plage;FIXE;1;1
430771;STUDIOS DU FRESNOY SALLE;2;299;59599;Tourcoing;FIXE;1;0
430886;LES ECRANS;5;638;59599;Tourcoing;FIXE;0;1
440044;GAUMONT;15;3_710;59606;Valenciennes;FIXE;0;1
457562;LE KINO CINE;1;316;59009;Villeneuve-d'Ascq;FIXE;1;0
457563;LE MELIES;1;167;59009;Villeneuve-d'Ascq;FIXE;1;0
457576;UGC CINE CITE;12;2_835;59009;Villeneuve-d'Ascq;FIXE;0;1
467301;SALLE GERARD PHILIPE;1;96;59646;Wasquehal;FIXE;0;0
720700;OCINE;9;1_744;59392;Maubeuge;FIXE;0;1
12401;STUDIO;2;345;73024;Les Avanchers-Valmorel;FIXE;0;1
12833;LA SALLE DE SPECTACLE ET LE CINEMA;1;150;73006;Aime-la-Plagne;FIXE;0;0
13513;VICTORIA;5;870;73008;Aix-les-Bains;FIXE;1;0
14071;LE DOME GAMBETTA;1;247;73011;Albertville;FIXE;0;1
14073;LE DOME;2;365;73011;Albertville;FIXE;1;1
14222;CASSE MASSION;1;214;73013;Albiez-Montrond;FIXE;0;0
15374;BEL' DONNE;2;241;38006;Allevard;FIXE;1;1
15792;LE MOTTARET;1;172;73015;Les Allues;FIXE;0;0
16573;LA FACADE 1;2;307;63003;Ambert;FIXE;1;1
17961;CINEMA DE LA VIOUZE;1;347;63004;Les Ancizes-Comps;FIXE;1;0
19901;PATHE ANNECY;10;1_839;74010;Annecy;FIXE;0;1
19941;NEMOURS;4;448;74010;Annecy;FIXE;1;0
19945;CINEMA MJC NOVEL;1;174;74010;Annecy;FIXE;1;0
19951;ESPACE 300;2;1_188;74010;Annecy;FIXE;0;0
19983;CINE ACTUEL MJC;1;111;74012;Annemasse;FIXE;1;0
19984;SALEVE;2;475;74012;Annemasse;FIXE;0;0
20203;NACELLES;4;525;07010;An0ay;FIXE;1;0
20311;SALLE DE CINEMA;1;103;71009;Anost;FIXE;0;0
21571;LE CHOUCA;1;240;74014;Arâches-la-Frasse;FIXE;0;0
22231;PATHE;12;2_648;74016;Archamps;FIXE;0;1
28462;CINE DOME;14;2_576;63014;Aubière;FIXE;0;1
29741;SALLE POLYVALENTE;1;150;63016;Augerolles;ITINERANT;1;0
31236;CRISTAL;7;1_073;15014;Aurillac;FIXE;1;0
31331;LES ECRINS;1;97;38020;Auris;FIXE;0;0
32092;LE CLOS;1;160;38225;Autrans-Méaudre en Vercors;FIXE;1;0
32363;ARLETTY;4;417;71014;Autun;FIXE;1;1
32771;L EMPIRE;1;244;21038;Auxonne;FIXE;0;1
42201;STELLA CINEMA;2;194;25047;Baume-les-Dames;FIXE;0;0
44005;SALLE DE LA CHAUDANNE;1;80;73034;Beaufort;FIXE;0;0
44239;COUR DE L'ECOLE;1;0;07028;Beaulieu;ITINERANT;0;0
45266;CGR BEAUNE;6;898;21054;Beaune;FIXE;0;1
45602;L'ORON;2;374;38034;Beaurepaire;FIXE;1;0
47476;PATHE BELFORT;14;2_973;90010;Belfort;FIXE;1;1
47950;VARIETES;2;390;01033;Bellegarde-sur-Valserine;FIXE;1;1
48241;STUDIO;1;247;73150;La Plagne Tarentaise;FIXE;0;0
48422;LE SINGULIER CINEMA;2;299;69019;Belleville;FIXE;1;1
48503;ARLEQUIN;3;434;01034;Belley;FIXE;1;1
52141;PLAZZA VICTOR HUGO;3;337;25056;Besançon;FIXE;1;0
52162;ESPACE PLANOISE;1;426;25056;Besançon;FIXE;1;0
52174;MEGARAMA BEAUX  ARTS;8;1_330;25056;Besançon;FIXE;0;1
52532;FOYER RURAL;1;0;63038;Besse-et-Saint-Anastaise;ITINERANT;0;1
58121;SALLE DE CINEMA;1;150;43165;Rosières;ITINERANT;1;1
59211;L ENTRACT;1;183;42019;Boën-sur-Lig0;FIXE;1;1
67304;RIO BORVO;1;152;71047;Bourbon-Lancy;FIXE;1;0
67312;CASINO;1;124;03036;Bourbon-l'Archambault;FIXE;0;0
67333;LE ROXY;1;192;63047;La Bourboule;FIXE;1;0
67734;FOYER;1;213;42023;Bourg-Argental;FIXE;1;0
67903;SALLE POLYVALENTE;1;0;38052;Le Bourg-d'Oisans;ITINERANT;0;0
67904;CINEMA LES ECRINS;1;106;38052;Le Bourg-d'Oisans;FIXE;1;0
67981; LA  GRENETTE;3;594;01053;Bourg-en-Bresse;FIXE;1;0
68423;KINEPOLIS;12;2_010;38053;Bourgoin-Jallieu;FIXE;1;1
68517;LE COEUR D'OR;3;388;73054;Bourg-Saint-Maurice;FIXE;1;1
74553;LE DORON;2;358;73057;Brides-les-Bains;FIXE;1;0
75492;PARIS;2;427;43040;Brioude;FIXE;1;0
76073;LES ALIZES;2;345;69029;Bron;FIXE;1;0
78505;reg'Art;1;151;26063;Buis-les-Baronnies;FIXE;1;0
82603;SALLE MELIES;1;267;69034;Caluire-et-Cuire;FIXE;1;0
82604;CINE CALUIRE;1;270;69034;Caluire-et-Cuire;FIXE;1;1
94802;LE CHALL ENGER;1;141;73064;Challes-les-Eaux;FIXE;1;1
95044;AXEL;4;722;71076;Chalon-sur-Saône;FIXE;1;1
95052;ESPACE DES ARTS;2;1_134;71076;Chalon-sur-Saône;FIXE;0;0
95076;MEGARAMA;12;1_637;71076;Chalon-sur-Saône;FIXE;0;0
95405;CURIAL CINEMA;1;154;73065;Chambéry;FIXE;1;0
95413;ASTREE;4;584;73065;Chambéry;FIXE;1;1
95451;FORUM CINEMA;2;235;73065;Chambéry;FIXE;1;0
95732;CINEMASCOOP;2;196;43051;Le Chambon-sur-Lig0;FIXE;1;1
96184;VOX;3;508;74056;Chamonix-Mont-Blanc;FIXE;1;1
96611;REPUBLIQUE;3;389;39097;Champagnole;FIXE;1;0
96641;RHODO;1;170;73071;Champagny-en-Vanoise;FIXE;0;0
101491;SALLE DES FETES;1;400;69270;Chaponnay;ITINERANT;1;0
101692;ALPHA;1;300;69044;Charbonnières-les-Bains;FIXE;1;1
102173;CRYSTAL PALACE;2;301;58059;La Charité-sur-Loire;FIXE;1;0
102284;LES HALLES;2;210;42052;Charlieu;FIXE;1;1
102531;CINÉMA DE CHARMOILLE;1;212;25125;Charmoille;FIXE;1;1
102853;LE TIVOLI;2;233;71106;Charolles;FIXE;1;1
104091;ETOILE CINEMA;1;185;58062;Château-Chi0 (Ville);FIXE;1;1
105091;MORCLAN 2OOO;1;275;74063;Châtel;FIXE;0;1
105092;LE CHAMOIS;1;100;74063;Châtel;FIXE;0;0
106072;L'Etoile;1;245;01093;Châtillon-sur-Chalaronne;FIXE;1;1
106181;SELECT;2;197;21154;Châtillon-sur-Seine;FIXE;1;1
106582;LA SOURCE;1;250;15045;Chaudes-Aigues;FIXE;1;0
106673;CINE ACTION PALACE;1;147;71120;Chauffailles;FIXE;1;1
108298;JEANNE D'ARC;1;195;69052;Chazay-d'Azergues;FIXE;0;0
111071;VOX;1;159;07064;Le Cheylard;FIXE;0;1
112151;THEATRE DE VERDURE;1;400;07066;Chomérac;ITINERANT;0;0
113611;CASINO;2;243;58079;Clamecy;FIXE;0;1
114062;L'ODYSEE;1;193;71133;La Clayette;FIXE;1;1
114211;SALLE JEAN GIONO;1;129;38113;Clelles;FIXE;0;0
114621; CAPITOLE;5;670;63113;Clermont-Ferrand;FIXE;1;0
114664;LE RIO;1;159;63113;Clermont-Ferrand;FIXE;1;0
114701; JAUDE;7;1_234;63113;Clermont-Ferrand;FIXE;0;1
114717;LES AMBIANCES;3;269;63113;Clermont-Ferrand;FIXE;1;0
114720;LE PARIS;7;1_162;63113;Clermont-Ferrand;FIXE;0;1
114727;CGR CLERMONT FERRAND VAL ARENA;12;2_218;63113;Clermont-Ferrand;FIXE;0;1
114971;FOYER RURAL;1;150;71135;Clessé;ITINERANT;1;0
115511;LES ARTS;1;289;71137;Cluny;FIXE;1;1
115521;DANAY;1;313;74080;La Clusaz;FIXE;0;1
115562;STUDIO 1600;1;256;74081;Cluses;FIXE;0;0
115565;CINETOILES;1;600;74081;Cluses;FIXE;1;0
118073;THEATRE ALPHONSE THIVRIER;1;0;03082;Commentry;ITINERANT;0;0
121951;EDEN CINEMA;2;320;58086;Cosne-Cours-sur-Loire;FIXE;1;0
125201;GERGOVIE;3;476;63124;Cour0-d'Auvergne;FIXE;1;1
125291;REX;1;124;63125;Courpière;FIXE;0;0
125424;SALLE EMILIEN MICHOUX;1;189;69066;Cours;FIXE;0;1
127103;LA TURBINE;1;183;74010;Annecy;FIXE;1;1
127232;ESPACE CULTUREL EOLE;1;349;69069;Craponne;FIXE;0;1
128421;THEATRE EDEN;3;544;26108;Crest;FIXE;1;1
128605;LE MORVAN;4;456;71153;Le Creusot;FIXE;0;1
130653;LE CINE;1;156;07076;Cruas;FIXE;0;1
133681;SALLE PAULETTE DONZEL;1;250;25271;Gilley;ITINERANT;1;0
136201;AQUEDUC;1;271;69072;Dardilly;FIXE;0;0
136753;LE TOBOGGAN;1;144;69275;Décines-Charpieu;FIXE;1;1
136773;CINEAL;2;345;58095;Decize;FIXE;1;1
136912;HALLE DES CINQ FONTAINES;1;113;90033;Delle;FIXE;0;1
138172;LE PESTEL;1;207;26113;Die;FIXE;1;0
138462;CINE LABOR;1;139;26114;Dieulefit;FIXE;1;1
138641;MAJESTIC;3;409;71176;Digoin;FIXE;1;1
138712;OLYMPIA;10;1_634;21231;Dijon;FIXE;0;1
138715;DARCY;6;1_059;21231;Dijon;FIXE;0;1
138741;ELDORADO;3;403;21231;Dijon;FIXE;1;0
138751;DEVOSGE;5;812;21231;Dijon;FIXE;1;0
139283;CINEMA DE DIVONNE;1;131;01143;Divonne-les-Bains;FIXE;0;0
139541;CGR DOLE;6;1_037;39198;Dole;FIXE;0;1
140713;RENE FALLET;1;130;03102;Dompierre-sur-Besbre;FIXE;1;1
141262;SALLE DES FETES;1;200;26116;Donzère;ITINERANT;1;0
142311;L ESPACE;1;208;74105;Douvaine;FIXE;0;0
143691;LE MAUBOURG;1;182;43087;Dunières;FIXE;1;1
144981;PATHE;12;2_925;38151;Échirolles;FIXE;0;1
145241;MEGARAMA;13;1_973;25212;École-Valentin;FIXE;0;1
145792;ECULLY CINEMA;1;171;69081;Écully;FIXE;1;0
147521;LE MONTCELET;1;222;38155;Entre-deux-Guiers;FIXE;1;0
154251;ROYAL;1;162;74119;Évian-les-Bains;FIXE;0;0
157971;VOLTAIRE;3;435;01160;Ferney-Voltaire;FIXE;1;1
159361;CINE FEURS;1;141;42094;Feurs;FIXE;1;0
159923;MAJESTIC;2;837;42095;Firminy;FIXE;0;1
162501;SALLE DES FETES;1;150;39228;Foncine-le-Haut;FIXE;0;0
163811;L'IGLOO;1;250;73116;Fontcouverte-la-Toussuire;FIXE;0;0
167151;L EMBELLIE;1;174;73117;Fourneaux;FIXE;0;1
168071;CINE FRANCHEVILLE;1;193;69089;Francheville;FIXE;0;0
172682;LE CHARDON;1;131;03118;Gannat;FIXE;1;1
175404;ODEON;1;266;21292;Genlis;FIXE;1;0
176722;LE CLUB;1;220;74134;Les Gets;FIXE;0;0
176873;CINEMA LE PATIO;1;110;01173;Gex;FIXE;1;1
177140;LE LAUSSY;1;294;38179;Gières;FIXE;0;0
182461;LES RHODOS;1;199;74136;Le Grand-Bornand;FIXE;0;0
182462;LE CHARMIEUX;1;150;74136;Le Grand-Bornand;FIXE;0;0
185002;REX;6;1_009;38185;Grenoble;FIXE;0;1
185023;CLUB;5;479;38185;Grenoble;FIXE;1;0
185044; NEF;7;876;38185;Grenoble;FIXE;0;1
185116;PATHE CHAVANT;10;2_984;38185;Grenoble;FIXE;0;1
185241;LE SCIALET;1;154;38186;Gresse-en-Vercors;FIXE;0;0
187852;LE DANTON;1;180;71230;Gueug0;FIXE;1;1
188251;SALLE MUNICIPALE;1;238;07102;Guilherand-Granges;FIXE;0;1
192631;NOVELTY;1;177;01185;Hauteville-Lompnes;FIXE;1;1
199152;LE SIGNAL;1;312;38191;Huez;FIXE;0;0
199153;PALAIS;2;258;38191;Huez;FIXE;0;0
202085;MODERN;3;408;63178;Issoire;FIXE;1;1
202891;ESPACE CULTUREL;1;156;73137;Jacob-Bellecombette;FIXE;0;0
204141;SALLE DE LA CANTINE;1;50;42039;Chalmazel-Jeansagnière;ITINERANT;0;1
212450;VOX;1;66;21336;Laignes;FIXE;1;0
213122;LE FOYER;1;400;07128;Lalouvesc;FIXE;0;1
215092;L'ETERLOU;1;160;73142;Landry;FIXE;0;0
216371;LE CAIRN;1;184;38205;Lans-en-Vercors;FIXE;1;0
216372;SALLE LA RECRE;1;92;38205;Lans-en-Vercors;FIXE;0;0
216451;LA RAMASSE;1;180;73290;Val-Cenis;FIXE;0;1
216471;CHANTELOUVE;1;166;73290;Val-Cenis;FIXE;0;1
232572;LE PALACE;3;445;39300;Lons-le-Saunier;FIXE;0;1
232584;4C;2;256;39300;Lons-le-Saunier;FIXE;1;0
232586;CINEMA MEGARAMA;7;995;39300;Lons-le-Saunier;FIXE;0;1
233062;ESPACE(S);1;124;26166;Loriol-sur-Drôme;FIXE;1;0
233941;EDEN;3;469;71263;Louhans;FIXE;1;1
237821;VOX;1;178;58149;Luzy;FIXE;1;0
237903;PATHE;10;2_104;69123;Lyon ;FIXE;0;1
237933;COMOEDIA;9;1_281;69123;Lyon ;FIXE;1;1
237945;LE CINEMA;1;46;69123;Lyon ;FIXE;0;0
238013;CINEDUCHERE;1;91;69123;Lyon ;FIXE;1;1
238021;Lumière Bellecour;3;214;69123;Lyon ;FIXE;1;0
238032;ASTORIA;5;894;69123;Lyon ;FIXE;0;0
238163;Lumière Fourmi;3;136;69123;Lyon ;FIXE;1;0
238164;UGC PART DIEU;14;2_387;69123;Lyon ;FIXE;0;1
238244;CINEMA BELLECOMBE;1;290;69123;Lyon ;FIXE;0;0
238351;Lumière Terreaux;4;326;69123;Lyon ;FIXE;1;0
238421;CINEMA OPERA;1;97;69123;Lyon ;FIXE;1;0
238461;UGC CINE CITE;14;2_830;69123;Lyon ;FIXE;0;1
238494;SAINT DENIS;1;237;69123;Lyon ;FIXE;0;1
238886;PATHE VAISE;14;2_801;69123;Lyon ;FIXE;0;1
239353;CINE MARIVAUX;11;2_085;71270;Mâcon;FIXE;1;1
239412;LES ECRINS;1;250;73150;La Plagne Tarentaise;FIXE;0;0
240661;SALLE SAINT MICHEL;1;320;25356;Maîche;FIXE;1;1
245911;VOX;1;175;71275;Marcigny;FIXE;1;0
252342;CINEMATOUR;1;199;71289;Matour;FIXE;0;0
253164;LE PRE BOURGES;1;256;15120;Mauriac;FIXE;1;1
255072;PANORAMIC;1;315;74173;Megève;FIXE;0;1
255421;SALLE COMMUNALE;1;100;01241;Meillonnas;ITINERANT;0;0
260602;CINEMA LE MONT D'OR;2;212;25380;Métabief;FIXE;1;0
261273;CINEMA L HORLOGE;1;161;01244;Meximieux;FIXE;1;1
261581;CINEMA LE RABELAIS;1;287;74010;Annecy;FIXE;1;1
261603;CINE-MEYZIEU;3;408;69282;Meyzieu;FIXE;1;1
262461;SALLE DES FETES;1;200;01247;Mijoux;ITINERANT;0;0
263612;SALLE DES FETES;1;300;01249;Miribel;ITINERANT;1;0
264123;LE GRAND AIR;1;220;73157;Modane;FIXE;0;0
264442;FRANCOIS TRUFFAUT;1;330;39333;Moirans-en-Montagne;FIXE;1;1
