id;name;num_screens;num_seats;insee;commune;genre;art_et_essai;3D_screen
266962;LA CAPITELLE;2;348;43137;Monistrol-sur-Loire;FIXE;1;1
269141;LE PHENIX;1;165;21425;Montbard;FIXE;1;1
269255;COLISEE CONCORDE;4;1_053;25388;Montbéliard;FIXE;1;0
269635;Cinéma REX;5;816;42147;Montbrison;FIXE;1;1
269843;LE PLESSIS;3;662;71306;Montceau-les-Mines;FIXE;1;1
270673;OLYMPIC;1;178;63236;Mont-Dore;FIXE;0;0
271052;PALACE;5;613;26198;Montélimar;FIXE;0;1
271055;SALLE DES TEMPLIERS;1;118;26198;Montélimar;FIXE;1;1
271071;NEF;7;627;26198;Montélimar;FIXE;0;1
274201;PALACE;5;662;03185;Montluçon;FIXE;1;1
274272;SALLE LES AUGUSTINS;1;171;01262;Montluel;FIXE;0;0
274543;CHARLIE CHAPLIN;1;158;73171;Montmélian;FIXE;1;1
274900; SALLE D'ANIMATION RURALE;1;0;26208;Montoison;ITINERANT;0;1
275460;SALLE POLYVALENTE;1;0;07189;Ribes;ITINERANT;1;1
276361;FORUM;1;315;73173;Montricher-Albanne;FIXE;0;0
277331;RUITOR;2;291;73176;Montvalezan;FIXE;0;0
277851;LE DAUPHIN;1;161;38261;Morestel;FIXE;1;0
277940;CASINO;2;308;39368;Hauts de Bienne;FIXE;1;1
278432;CINEMA JEAN CARMET;1;298;69141;Mornant;FIXE;1;1
278802;LE PARIS;1;120;25411;Morteau;FIXE;0;1
278805;L ATALANTE;1;340;25411;Morteau;FIXE;1;0
279184;REX;1;288;74191;Morzine;FIXE;0;0
279192;LES PORTES DU SOLEIL;1;261;74191;Morzine;FIXE;0;1
280653;CGR MOULINS;9;1_118;03190;Moulins;FIXE;1;1
281723;REX;2;263;73181;Moûtiers;FIXE;1;1
282922;L ARVERNE;1;100;15138;Murat;FIXE;1;0
283051;LE THEATRE;2;505;38269;La Mure;FIXE;1;1
285872;CLUB;1;298;01269;Nantua;FIXE;1;1
289344;REX;2;269;69143;Neuville-sur-Saône;FIXE;1;1
289783;CINE MAZARIN;10;1_816;58194;Nevers;FIXE;1;1
292201;LE FOYER;1;181;42159;Noirétable;FIXE;0;1
295122;CINEMA NUITON;1;252;21464;Nuits-Saint-Georges;FIXE;1;0
295254;ARLEQUIN;2;284;26220;Nyons;FIXE;1;0
296921;SALLE DU TISSAGE;1;100;07167;Les Ollières-sur-Eyrieux;ITINERANT;0;0
297601; SALLE LES CHAVANNES;1;150;74205;Onnion;ITINERANT;1;1
299281;ELDORADO;1;153;25434;Ornans;FIXE;0;1
301624;JEAN RENOIR;2;164;01283;Oyonnax;FIXE;1;0
301633;ATMOSPHERE;3;479;01283;Oyonnax;FIXE;0;1
303122;BEAUSEJOUR;1;148;42165;Panissières;FIXE;1;0
303475;CINEMA L'EMPIRE;3;513;71342;PARAY-LE-MONIAL;FIXE;1;0
305632;REX;3;360;38298;Le Péage-de-Roussillon;FIXE;1;1
306243;CINÉPILAT;1;164;42168;Pélussin;FIXE;1;1
310542;MAISON DU PEUPLE;1;88;69152;Pierre-Bénite;FIXE;1;0
310925;LE CINEMA;2;291;26235;Pierrelatte;FIXE;1;0
313704;SALLE DES FETES;1;350;15153;Pleaux;ITINERANT;0;0
317613;CINE COMTE;1;212;39434;Poligny;FIXE;1;1
317831;CHATEAU DE PLUVY;1;100;69155;Pomeys;ITINERANT;0;0
318612;SALLE MJC;1;50;21496;Pontailler-sur-Saône;ITINERANT;1;0
318711;OLYMPIA;6;964;25462;Pontarlier;FIXE;0;1
318981;JEAN RENOIR;1;288;38314;Pontcharra;FIXE;1;1
319161;LE DIAMANT;2;234;38315;Le Pont-de-Beauvoisin;FIXE;0;0
319302;VARIETES;5;749;38316;Pont-de-Chéruy;FIXE;0;1
319582;LE FOYER;1;100;25463;Pont-de-Roide-Vermondans;FIXE;1;1
321594;LE TRAIN CINEMA;1;117;26252;Portes-lès-Valence;FIXE;1;0
322721;SALLE DU THEATRE DE LA MAIRIE;1;300;58205;Ouroux-en-Morvan;ITINERANT;1;1
324021;LE PARC;1;150;73206;Pralognan-la-Vanoise;FIXE;0;1
326085;LE VIVARAIS 1;3;350;07186;Privas;FIXE;1;1
328244;CINE DYKE;6;1_151;43157;Le Puy-en-Velay;FIXE;1;1
329531;CINE CAP VERT;12;2_393;21515;Quetigny;FIXE;0;1
333751;MAISON POUR TOUS;1;200;74220;Reignier-Ésery;ITINERANT;1;0
335751;SALLE DU FOYER;1;100;43162;Retournac;ITINERANT;1;1
337784;Ciné Rillieux;3;590;69286;Rillieux-la-Pape;FIXE;1;0
338145;CINEMA ARCADIA;3;543;63300;Riom;FIXE;1;0
338212;LE QUAI DES ARTS;1;184;15162;Riom-ès-Montagnes;FIXE;1;0
338461;CINE CHAPLIN;2;384;42186;Rive-de-Gier;FIXE;1;1
338953;ESPACE RENOIR 1;2;429;42187;Roanne;FIXE;1;0
339013;LE GRAND PALAIS;9;1_919;42187;Roanne;FIXE;0;1
339254;LE PARC;1;258;74224;La Roche-sur-Foron;FIXE;0;1
339810;L'OPSIS;1;350;42189;Roche-la-Molière;FIXE;0;0
341752;CINE PLANETE;8;1_069;26281;Romans-sur-Isère;FIXE;0;1
341771;CINE LUMIERE;3;434;26281;Romans-sur-Isère;FIXE;1;1
343491;LE FOYER;2;352;07199;Rosières;FIXE;1;1
345631;QUINSONNET;2;291;39470;Les Rousses;FIXE;0;1
347732;Les Lumières de la Ville;3;516;74225;Rumilly;FIXE;1;1
347831;LE FOYER;1;245;07201;Ruoms;FIXE;1;0
349322;LE STRAPONTIN;1;199;69171;Sain-Bel;FIXE;1;1
350390;L'ABREUVOIR;1;149;21579;Salives;FIXE;0;0
350414;CINE MONT BLANC;10;1_554;74256;Sallanches;FIXE;1;1
351441;LE CRIOU;1;304;74258;Samoëns;FIXE;0;1
354301;ETOILE CINEMA;1;151;21584;Saulieu;FIXE;1;1
359082;ETOILE CINEMA;1;124;21603;Semur-en-Auxois;FIXE;1;1
362651;AUDITORIUM DE SEYNOD;1;277;74010;Annecy;FIXE;1;1
362693;LE CONDATE;1;128;74269;Seyssel;FIXE;0;0
363480;SALLE DES FETES;1;0;74272;Sillingy;ITINERANT;1;0
372341;SALLE DES FETES;1;100;63314;Saint-Amant-Roche-Savine;ITINERANT;1;0
373599;SALLE POLYVALENTE;1;100;38359;Saint Antoine l'Abbaye;ITINERANT;0;0
376531;MEGARAMA LE TREMPLIN;1;258;73227;Courchevel;FIXE;0;0
376842;CIN'ETOILE;1;145;42204;Saint-Bonnet-le-Château;FIXE;1;0
379403;MAISON DU PEUPLE 2;3;419;39478;Saint-Claude;FIXE;1;1
382660;ESPACE DES COLLINES;1;232;26301;Saint-Donat-sur-l'Herbasse;FIXE;1;0
382760;LA VENCE SCENE;2;432;38382;Saint-Égrève;FIXE;1;1
383245;ALHAMBRA;10;2_006;42218;Saint-Étienne;FIXE;0;1
383261;LE MELIES SAINT FRANCOIS;2;477;42218;Saint-Étienne;FIXE;1;1
383585;LE MELIES;4;630;42218;Saint-Étienne;FIXE;1;1
383589;LE CAMION ROUGE;10;1_640;42218;Saint-Étienne;FIXE;0;1
383599;VEO GRAND LUMIERE;6;950;42207;Saint-Chamond;FIXE;0;0
385491;DELTA;2;252;15187;Saint-Flour;FIXE;1;1
385823;CINE MOURGUET;2;280;69202;Sainte-Foy-lès-Lyon;FIXE;1;1
385941;FANNY;1;160;73235;Saint François Longchamp;FIXE;0;1
386192;LE COLISEE;1;202;42222;Saint-Galmier;FIXE;1;1
386792;ESPACE JULES VERNE;1;221;42224;Saint-Genest-Malifaux;FIXE;1;1
387142;CINÉ LA MOUCHE;1;301;69204;Saint-Genis-Laval;FIXE;1;1
387191;L ATMOSPHERE SALLE A PREJEAN;1;147;73236;Saint-Genix-sur-Guiers;FIXE;1;1
391951;SELECT CINE;1;179;58246;Saint-Honoré-les-Bains;FIXE;1;0
392710;LES AIGUILLES;1;215;73242;Saint-Jean-d'Arves;FIXE;1;1
392882;LE SAINT JEAN;1;285;38399;Saint-Jean-de-Bournay;FIXE;1;1
393293;STAR;1;265;73248;Saint-Jean-de-Maurienne;FIXE;0;1
394522;CINE LAUDON;1;92;74242;Saint-Jorioz;FIXE;1;1
395484;CINEMA ROUGE ET NOIR;1;123;74243;Saint-Julien-en-Genevois;FIXE;1;0
395720;SALLE DES FETES;1;0;42246;Saint-Julien-Molin-Molette;ITINERANT;0;1
396275;FAMILY CINÉMA;7;1_277;42279;Saint-Just-Saint-Rambert;FIXE;1;1
397231;LE CARTUS;1;187;38412;Saint-Laurent-du-Pont;FIXE;1;1
400305;LES MELIES;2;330;38416;Saint-Marcellin;FIXE;1;1
402242;LE LAC BLANC;1;180;73257;Les Belleville;FIXE;0;0
402243;LES BRUYERES;2;344;73257;Les Belleville;FIXE;0;0
402249;LES FLOCONS;1;290;73257;Les Belleville;FIXE;0;0
402431;SALLE DE REUNION COMMUNALE;1;25;38419;Saint-Martin-de-Clelles;ITINERANT;1;0
403281;MON CINE;1;140;38421;Saint-Martin-d'Hères;FIXE;1;1
403681;CINEMA PARADISO;2;299;69227;Saint-Martin-en-Haut;FIXE;1;1
406333;ESPACE CULTUREL LE SAVOIE;1;187;73261;Saint-Michel-de-Maurienne;FIXE;1;0
409903;7 EME ART;1;159;26324;Saint-Paul-Trois-Châteaux;FIXE;1;0
410631;LE FLORE;1;300;73270;Saint-Pierre-d'Albigny;FIXE;0;0
412532;SAINT POURCINOIS;1;0;03254;Saint-Pourçain-sur-Sioule;ITINERANT;0;0
412623;LE SCENARIO;2;395;69290;Saint-Priest;FIXE;1;1
416701;CIN ETOILES;1;208;43224;Sainte-Sigolène;FIXE;1;1
418121;LE FOYER;2;376;69238;Saint-Symphorien-sur-Coise;FIXE;1;1
419082;CINE  GALAURE;2;354;26333;Saint-Vallier;FIXE;1;1
421203;NOUVEL ESPACE CULTUREL;1;150;42275;Saint-Priest-en-Jarez;ITINERANT;0;0
421204;CENTRE CULTUREL COMMUNAL LE SOU;1;277;42305;La Talaudière;FIXE;0;1
421911;CINEMA JACQUES PERRIN;2;357;69243;Tarare;FIXE;1;0
422432;LE LEM;1;245;69244;Tassin-la-Demi-Lune;FIXE;1;0
423061;REGAIN;2;189;07319;Le Teil;FIXE;1;1
423422;CINE TENCE;1;172;43244;Tence;FIXE;1;1
425783;LE MONACO;3;341;63430;Thiers;FIXE;1;1
426533;AGORA;2;333;69248;Thizy-les-Bourgs;FIXE;1;0
426761;LE ROC;1;193;74279;Thollon-les-Mémises;FIXE;0;0
426831;EDELWEISS;1;189;74280;Thônes;FIXE;1;1
426921;LE FRANCE;3;412;74281;Tho0-les-Bains;FIXE;1;1
426924;CINE LEMAN;8;1_392;74281;Tho0-les-Bains;FIXE;0;1
427042;LE PARNAL;1;114;74282;Fillière;FIXE;1;1
428103;CINEMA;2;282;73296;Tignes;FIXE;0;0
431023;AUDITORIUM EXQUINOXE;1;208;38509;La Tour-du-Pin;FIXE;0;0
431551;CINE THEATRE;2;285;07324;Tour0-sur-Rhône;FIXE;1;1
431604;LA PALETTE;1;219;71543;Tournus;FIXE;1;0
436962;PARADISO;1;106;38517;Tullins;FIXE;1;0
437401;CHANTECLER;2;615;73303;Ugine;FIXE;1;1
437674;LE QUARTO;1;377;42316;Unieux;FIXE;0;0
439583;CINE PAX;1;241;25578;Valdahon;FIXE;1;1
439745;Cinéma LE SPLENDID;1;156;73304;Val-d'Isère;FIXE;0;0
439941;LE NAVIRE;5;739;26362;Valence;FIXE;1;0
439942;LUX;2;377;26362;Valence;FIXE;1;0
439990;PATHE;12;2_343;26362;Valence;FIXE;0;1
441063;LES GENTIANES;1;334;73306;Valloire;FIXE;1;1
441172;CINEMA VALMEINIER 1800;2;274;73307;Valmeinier;FIXE;0;1
441383;CINE CASINO;2;218;07331;Vals-les-Bains;FIXE;1;1
441953;CENTRE DE LA CULTURE;1;316;07334;Les Vans;FIXE;1;0
444091;LE SCHUSS;1;160;38567;Chamrousse;FIXE;0;0
444143;LES AMPHIS;1;177;69256;Vaulx-en-Velin;FIXE;1;1
444144;PATHE CARRE DE SOIE;15;3_669;69256;Vaulx-en-Velin;FIXE;0;1
446804;CINEMA GERARD PHILIPE;3;473;69259;Vénissieux;FIXE;1;0
446901;LE SLALOM;2;280;38253;Les Deux Alpes;FIXE;0;0
449133;CENTRE CULTUREL;1;250;07129;Lamastre;ITINERANT;1;0
452571;AMPHI;8;1_437;38544;Vienne;FIXE;1;1
454504;ESPACE ARAGON;2;528;38547;Villard-Bonnot;FIXE;1;1
454531;REX I;2;419;38548;Villard-de-Lans;FIXE;1;0
454671;LA TRACE;1;136;74301;Villard;FIXE;1;1
454712;ARIANE;1;204;73318;Villarembert;FIXE;0;1
455071;CINEMA JEAN PERRIN;1;137;01443;Villars-les-Dombes;FIXE;0;0
456251;FELLINI;4;600;38553;Villefontaine;FIXE;1;1
456493;LES 400 COUPS SALLE;3;392;69264;Villefranche-sur-Saône;FIXE;1;0
460784;ZOLA;1;240;69266;Villeurbanne;FIXE;1;1
464453;LE JEU DE PAUME;2;420;38562;Vizille;FIXE;1;1
464692;PASSRL LES ECRANS;3;389;38563;Voiron;FIXE;1;0
464706;PASS R L;6;1_076;38563;Voiron;FIXE;0;1
465193;LE CAP;2;218;38565;Voreppe;FIXE;1;0
469181;CINEVOX;1;182;15265;Ydes;FIXE;0;0
469500;CINEMA GRENETTE;2;252;43268;Yssingeaux;FIXE;1;0
700000;MEGA CGR;15;3_297;69027;Brignais;FIXE;0;1
700250;CINEMA LA PASSERELLE;1;110;01427;Trévoux;FIXE;1;0
702550;L1S NODON;1;195;07338;Vernoux-en-Vivarais;FIXE;1;0
709650;ESPACE LUMIERE;1;258;42011;Balbigny;FIXE;1;1
710250;LE QUAI DES ARTS;1;145;42318;Usson-en-Forez;FIXE;1;1
715100;CINEVAL;1;196;69255;Vaugneray;FIXE;1;1
715700;AUDITORIUM;1;311;73015;Les Allues;FIXE;0;0
719456;LE MELIES;3;524;38185;Grenoble;FIXE;1;0
720350;ETOILE PALACE;7;1_012;03310;Vichy;FIXE;1;1
720450;MEGARAMA;10;1_880;25031;Audincourt;FIXE;0;1
720500;CINE FESTIVAL;3;595;01004;Ambérieu-en-Bugey;FIXE;1;1
720800;LES TOILES DU LAC;8;1_480;73008;Aix-les-Bains;FIXE;0;1
721000;UGC CINE CITE CONFLUENCE;14;3_464;69123;Lyon ;FIXE;0;0
721100;AMPHI;9;1_938;01053;Bourg-en-Bresse;FIXE;0;1
721450;PATHE CHAMBERY LES HALLES;10;1_611;73065;Chambéry;FIXE;0;0
722120;Cinéma LE NAVIRE;6;905;07019;Aubenas;FIXE;1;0
722200;AURECINEMA;1;87;43012;Aurec-sur-Loire;FIXE;0;1
723200;Cinéma Le Clap;1;64;58205;Ouroux-en-Morvan;FIXE;0;0
723800;CGR VILLEFRANCHE SUR SAONE;10;1_745;69264;Villefranche-sur-Saône;FIXE;0;1
724280;CINEMA DE VAUJANY;1;130;38527;Vaujany;FIXE;0;0
724640;LE BORDEAU;1;248;01354;Saint-Genis-P1lly;FIXE;0;0
11527;TRAVELLING;4;757;34003;Agde;FIXE;1;1
12454;CINEMA MUNICIPAL MARCEL PAGNOL;1;168;30003;Aigues-Mortes;FIXE;1;0
13405;RENOIR;3;431;13001;Aix-en-Provence;FIXE;1;1
13413;CEZANNE;9;1_642;13001;Aix-en-Provence;FIXE;0;1
13423;LE MAZARIN;3;438;13001;Aix-en-Provence;FIXE;1;0
13454;ARMAND LUNEL;1;165;13001;Aix-en-Provence;FIXE;1;0
13683;ESPACE CULTUREL MUNICIPAL;1;319;2A004;Ajaccio;FIXE;0;0
13684;AUDITORIUM PASCAL PAOLI;1;432;2A004;Ajaccio;FIXE;0;0
13685;ESPACE DIAMANT;1;295;2A004;Ajaccio;FIXE;0;0
13686;L ELLIPSE;6;1_147;2A004;Ajaccio;FIXE;1;1
13692;PALAIS DES CONGRES;1;432;2A004;Ajaccio;FIXE;0;0
14533;CINEPLANET;8;1_309;30007;Alès;FIXE;1;1
15741;CINEMA DE L AIGUILLE;1;187;04006;Allos;FIXE;0;1
17082;CASINO MUNICIPAL;1;440;66003;Amélie-les-Bains-Palalda;FIXE;0;0
19242;LE CASTEILL;1;197;66004;Les Angles;FIXE;0;0
20672;CASINO;3;456;06004;Antibes;FIXE;1;1
21532;CGR APT;3;432;84003;Apt;FIXE;1;1
23102;LE JAURES;1;234;66008;Argelès-sur-Mer;FIXE;1;0
23392;L EAU VIVE;1;159;05006;L' Argentière-la-Bessée;FIXE;1;0
23933;FEMINA;3;483;13004;Arles;FIXE;0;1
23951;ACTES SUD LE MEJAN;3;231;13004;Arles;FIXE;1;1
27833;PAGNOL;4;579;13005;Aubagne;FIXE;1;1
27834;PALACE;5;721;13005;Aubagne;FIXE;0;1
33751;VOX;2;379;84007;Avig0;FIXE;0;1
33772;UTOPIA REPUBLIQUE (UTOPIA 5);1;139;84007;Avig0;FIXE;1;0
33791;UTOPIA MANUTENTION 1;4;456;84007;Avig0;FIXE;1;0
33801;PATHE CAP SUD;14;2_604;84007;Avig0;FIXE;0;1
36122;CASINO;4;678;30028;Bagnols-sur-Cèze;FIXE;0;0
36282;SALLE MUNICIPALE CLAUDE PLAN;1;200;34022;Baillargues;ITINERANT;0;1
37881;CAMERA;1;275;83009;Bandol;FIXE;0;0
38931;L UBAYE;2;260;04019;Barcelonnette;FIXE;1;1
39428;CINEMA JEAN-L1S TRINTIGNANT;1;90;30029;Barjac;FIXE;1;0
39442;L ODEON;1;131;83012;Barjols;FIXE;0;1
41134;STUDIO CINEMAS;2;344;2B033;Bastia;FIXE;1;1
41142;REGENT;3;299;2B033;Bastia;FIXE;0;0
44502;LE CINEMA DE BEAULIEU;1;120;06011;Beaulieu-sur-Mer;FIXE;1;1
46613;CINEMA JEAN-CLAUDE CARRIERE;3;402;34028;Bédarieux;FIXE;1;0
51261;CINE 89;1;196;13014;Berre-l'Étang;FIXE;1;1
52619;LE MARILYN;1;84;83018;Besse-sur-Issole;FIXE;0;0
54604;MONCINE;9;1_462;34032;Béziers;FIXE;1;1
61132;LE CLAP;1;97;84019;Bollène;FIXE;1;0
67021;MAJESTIC;1;330;66024;Le Boulou;FIXE;0;0
74322;EDEN STUDIO;1;98;05023;Briançon;FIXE;1;1
74339;COSMO CINEMAS;4;417;05023;Briançon;FIXE;0;0
75021;LA BOITE A IMAGES;2;253;83023;Brignoles;FIXE;1;0
80942;CENTRE CULTUREL;1;248;66028;Cabestany;FIXE;1;1
81080;SALLE MISTRAL;1;0;06026;Cabris;ITINERANT;0;0
81541;ESPACE  CENTRE;1;296;06027;Cagnes-sur-Mer;FIXE;1;1
81545;CGR POLYGONE RIVIERA;10;1_800;06027;Cagnes-sur-Mer;FIXE;0;1
82752;SALLE POLYVALENTE;1;0;84029;Camaret-sur-Aigues;ITINERANT;1;0
84556;CLAP CINE;3;299;66037;Canet-en-Roussillon;FIXE;0;0
84711;OLYMPIA;4;727;06029;Cannes;FIXE;0;1
84712;ARCADES;3;453;06029;Cannes;FIXE;1;1
84734;STUDIO 13;2;300;06029;Cannes;FIXE;1;0
84745;SALLE RAIMU;1;164;06029;Cannes;FIXE;1;0
84761;OLYMPIA 5 A 9;5;469;06029;Cannes;FIXE;0;0
84774;PROSPER MERIMEE;1;432;06029;Cannes;FIXE;0;0
84781;MIRAMAR;1;370;06029;Cannes;FIXE;0;0
84782;ALEXANDRE III;1;176;06029;Cannes;FIXE;0;0
84830;CANNET TOILES;1;90;06030;Le Cannet;FIXE;1;1
84831;CINETOILE ROCHEVILLE;1;88;06030;Le Cannet;FIXE;1;0
86054;CGR LE COLISEE;3;337;11069;Carcassonne;FIXE;1;0
86103;CGR CARCASSONNE;9;1_830;11069;Carcassonne;FIXE;0;1
86173; SLE COMMUNALE DU FOYER RURAL;1;100;83032;Carcès;ITINERANT;0;0
86693;L ARTEA;1;306;13119;Carnoux-en-Provence;FIXE;0;0
86772;SALLE DES FETES;1;;84030;Caromb;ITINERANT;1;0
86781;RIVOLI;4;612;84031;Carpentras;FIXE;1;0
86930;JULIETTE GRECO;1;277;06033;Carros;FIXE;0;0
86952;ESPACE FERNANDEL;1;200;13021;Carry-le-Rouet;FIXE;1;1
87646;CINE LES CALANQUES;1;111;13022;Cassis;FIXE;1;1
88236;VEO CASTELNAUDARY;3;447;11076;Castelnaudary;FIXE;1;0
90312;FEMINA;3;392;84035;Cavaillon;FIXE;1;0
90313;LA CIGALE;1;360;84035;Cavaillon;FIXE;0;0
90345;ECRAN BLEU;1;149;83036;Cavalaire-sur-Mer;FIXE;0;0
92302;CERETAN;1;170;66049;Céret;FIXE;0;0
103985;CINEMATOGRAPHE SLE CHAPLIN;3;465;04049;Château-Arnoux-Saint-Auban;FIXE;1;1
104661;ESPACE MARCEL PAGNOL;1;120;13026;Châteauneuf-les-Martigues;FIXE;0;1
104824;CINEMA LE REX;3;329;13027;Châteaurenard;FIXE;1;1
106681; SALLE POLYVALENTE;1;270;05039;Chauffayer;ITINERANT;1;0
112811;LUMIERE;3;426;13028;La Ciotat;FIXE;1;1
112825;CINEMA EDEN THEATRE;1;142;13028;La Ciotat;FIXE;1;0
114564;ALAIN RESNAIS;1;230;34079;Clermont-l'Hérault;FIXE;1;1
116021;RAIMU;1;130;83042;Cogolin;FIXE;1;0
119812;MAISON POURTOUS;1;;06048;Contes;ITINERANT;0;0
120241;FOGATA;2;615;2B093;Corbara;FIXE;0;1
121792;CINEMA L ALBA;2;232;2B096;Corte;FIXE;0;1
122243;CINEMA MARCEL PAGNOL;1;54;83046;Cotignac;FIXE;1;0
128142;L'AGORA-CINEPLAN;1;220;34090;Le Crès;FIXE;0;0
131031;LE CIGALON;1;93;84042;Cucuron;FIXE;1;0
138594;RENCONTRES;1;256;04070;Digne-les-Bains;FIXE;0;0
138595;CINE TOILES;4;767;04070;Digne-les-Bains;FIXE;1;1
142626;MEGA CGR;7;1_288;83050;Draguignan;FIXE;0;1
144230;CINEMA;1;0;30106;Durfort-et-Saint-Martin-de-Sossenac;ITINERANT;0;0
146576;LE VAUTIER;1;157;66065;Elne;FIXE;1;1
146762;LE ROC;2;388;05046;Embrun;FIXE;1;1
146931;CINE SAUZE;1;208;04073;Enchastrayes;FIXE;0;0
154712;LE GRENIER DE L ALCAZAR;1;198;13035;Eyguières;FIXE;1;0
155143;CINEMA MUNICIPAL;1;150;11140;Ferrals-les-Corbières;ITINERANT;1;1
157011;ESPACE CULTUREL;1;254;83055;Fayence;FIXE;0;0
160410;               NOTRE DAME DES SALLE;1;;83057;Flassans-sur-Issole;ITINERANT;1;0
164731;CASINO;1;237;66124;Font-Romeu-Odeillo-Via;FIXE;0;0
164771;EDEN;1;135;13038;Fontvieille;FIXE;1;1
164831;LE BOURGUET;1;135;04088;Forcalquier;FIXE;1;1
165884;ODYSSEE;2;392;13039;Fos-sur-Mer;FIXE;1;1
168942;LE VOX;3;502;83061;Fréjus;FIXE;1;0
168953;CINEMA DU PIN DE LA LEGUE PLEIN AIR;1;450;83061;Fréjus;FIXE;0;0
171242;CINE MISTRAL;1;152;34108;Frontignan;FIXE;1;0
171650;7EME ART;1;263;2B120;Furiani;FIXE;0;1
172662;L'ARC EN CIEL;1;166;34111;Ganges;FIXE;0;1
172741;PALACE;6;640;05061;Gap;FIXE;0;1
172743;LE CENTRE;1;274;05061;Gap;FIXE;0;0
172744;LE CLUB;1;104;05061;Gap;FIXE;1;0
172961;CASINO;3;423;13041;Gardanne;FIXE;1;0
173083;LE ROCHER;1;141;83062;La Garde;FIXE;1;0
173991;LA COUPOLE;1;177;06065;La Gaude;FIXE;0;1
174813;ESPACE ALBERT GIRALDI;1;323;13042;Gémenos;FIXE;0;0
183942;ESPACE ROBERT HOSSEIN;1;295;13044;Grans;FIXE;1;1
184053;CINEMA  STUDIO;2;230;06069;Grasse;FIXE;1;1
184213;VOG;2;425;30133;Le Grau-du-Roi;FIXE;1;1
185173;CINEMA FREDERIC MISTRAL;2;641;04094;Gréoux-les-Bains;FIXE;1;1
185175;CIRCUIT VERDON SECRET;1;;04094;Gréoux-les-Bains;ITINERANT;0;0
188341; LE RIOUBEL;1;185;05065;Guillestre;FIXE;1;1
199831;OLBIA;6;730;83069;Hyères;FIXE;1;1
201753;LA STRADA;1;92;84054;L' Isle-sur-la-Sorgue;FIXE;1;1
201821; CINEMA CLUB 2000;1;150;06073;Isola;FIXE;0;0
202292;LE COLUCHE;4;435;13047;Istres;FIXE;1;1
210701;LA STRADA;1;100;84058;Lacoste;ITINERANT;1;0
213233;L IMPERIAL;1;107;34126;Lamalou-les-Bains;FIXE;1;0
213542;SALLE SEVIGNE;1;137;13050;Lambesc;ITINERANT;0;0
215581;CENTRE CULTUREL  RENE RAYNAL;1;299;48080;Langogne;FIXE;0;1
217372;Cinéma Théâtre le Phénix;1;160;05070;Laragne-Montéglin;FIXE;1;1
219191;MEGA CGR;12;2_002;34129;Lattes;FIXE;0;1
220334;THEATRE DE VERDURE;1;544;83070;Le Lavandou;FIXE;0;0
224165;CLAP CINE;3;451;11202;Leucate;FIXE;1;1
224532;FOYER;1;0;06075;Levens;ITINERANT;0;1
225081;PALACE;1;199;11203;Lézignan-Corbières;FIXE;1;1
228531;ELYSEE;1;350;11206;Limoux;FIXE;1;1
230475;LES CINEMAS LUTEVA;2;270;34142;Lodève;FIXE;1;1
232943;LE CINEMA;1;120;83072;Lorgues;FIXE;1;0
235561;LE CINEMA;1;100;83073;Le Luc;FIXE;1;1
236511;ATHENEE;3;375;34145;Lunel;FIXE;1;1
243839;SALLE LEONARD DE VINCI;1;259;06079;Mandelieu-la-Napoule;FIXE;0;0
247550;MAISTRALE;1;97;2A154;Marignana;FIXE;0;0
247565;THE ALAMO;2;240;13054;Marignane;FIXE;1;1
249441;PRADO;11;1_433;13055;Marseille;FIXE;0;1
249451;BONNEVEINE;5;806;13055;Marseille;FIXE;0;0
249471;PATHE MADELEINE;8;1_358;13055;Marseille;FIXE;0;1
249563;CESAR;3;458;13055;Marseille;FIXE;1;0
249581;CHAMBORD;4;460;13055;Marseille;FIXE;0;0
249791; LES VARIETES;7;545;13055;Marseille;FIXE;1;1
249831;LES TROIS PALMES;11;2_436;13055;Marseille;FIXE;0;1
249942;ALHAMBRA;1;256;13055;Marseille;FIXE;1;1
250410;CHATEAU DE LA BUZINE;1;345;13055;Marseille;FIXE;0;0
250412;GYPTIS;1;230;13055;Marseille;FIXE;1;0
250935;JEAN RENOIR;1;166;13056;Martigues;FIXE;1;1
251251;TRIA0;1;177;48092;Marvejols;FIXE;1;0
253313;SALLE DES FETES;1;260;66107;Maury;ITINERANT;1;0
256211;TRIA0;3;402;48095;Mende;FIXE;1;1
257302;EDEN;3;377;06083;Menton;FIXE;0;1
261623;LE TAURUS;1;144;34157;Mèze;FIXE;1;1
263261;COMOEDIA;1;165;13063;Miramas;FIXE;1;1
266752;L1S LUMIERE;2;128;05079;Le Monêtier-les-Bains;FIXE;0;0
268972;MAISON POUR TOUS;1;279;83081;Montauroux;FIXE;1;1
272358;CINEMA JEAN GABIN;1;188;05085;Montgenèvre;FIXE;0;0
275201;DIAGONAL CAPITOLE;6;1_067;34172;Montpellier;FIXE;1;0
275205;UTOPIA DIAGONAL CAMPUS;3;265;34172;Montpellier;FIXE;1;0
275273;GAUMONT COMEDIE;8;1_113;34172;Montpellier;FIXE;0;1
275311;GAUMONT MULTIPLEXE;17;3_919;34172;Montpellier;FIXE;0;1
275334;CINEMA NESTOR BURMA;1;107;34172;Montpellier;FIXE;1;1
275336;Maison pour Tous et Cinéma L1s Feuillade;1;88;34172;Montpellier;FIXE;0;1
